id_conexion,segmento_origen,segmento_destino,puerto,protocolo,volumen_mb_sesion,frecuencia_dia,hora_predominante,duracion_seg,servicio_negocio,etiqueta_real,destino_externo,puerto_no_estandar
CX223,SEG_USUARIOS,EXTERNO,443,tcp,84.1,44.6,13.2,132.9,navegación web,benigna,1,0
CX300,SEG_SERVIDORES,SEG_DMZ,443,tcp,45.9,82.1,12.8,194.8,publicación de servicios,benigna,0,0
CX214,SEG_PAGOS,SEG_SERVIDORES,443,tcp,32.9,60.4,15.9,101.7,conciliación de pagos,benigna,0,0
CX119,SEG_SERVIDORES,SEG_SERVIDORES,22,tcp,63.4,60.7,13.1,17.7,administración remota,benigna,0,0
CX598,SEG_SERVIDORES,SEG_BASES,3306,tcp,12.6,11.1,7.7,62.1,"migración concluida, sin uso",benigna,0,1
CX384,SEG_SERVIDORES,EXTERNO,53,udp,44.0,45.4,9.9,46.7,consulta de nombres,benigna,1,0
CX487,SEG_BASES,SEG_SERVIDORES,1433,tcp,17.9,110.3,6.8,35.9,respuesta de base de datos,benigna,0,0
CX530,SEG_SERVIDORES,EXTERNO,53,udp,23.6,74.9,13.3,118.5,consulta de nombres,benigna,1,0
CX455,SEG_PAGOS,SEG_SERVIDORES,443,tcp,17.0,131.3,13.5,153.8,conciliación de pagos,benigna,0,0
CX043,SEG_BASES,SEG_SERVIDORES,1433,tcp,19.9,75.2,12.2,35.1,respuesta de base de datos,benigna,0,0
CX525,SEG_BASES,SEG_SERVIDORES,1433,tcp,58.4,88.5,10.1,70.4,respuesta de base de datos,benigna,0,0
CX556,SEG_SERVIDORES,EXTERNO,53,udp,10.6,84.7,13.1,63.1,consulta de nombres,benigna,1,0
CX507,SEG_SERVIDORES,SEG_SERVIDORES,22,tcp,14.7,122.6,11.5,142.0,administración remota,benigna,0,0
CX077,SEG_SERVIDORES,EXTERNO,53,udp,70.7,88.9,18.6,70.9,consulta de nombres,benigna,1,0
CX490,SEG_SERVIDORES,EXTERNO,25,tcp,67.5,70.5,10.8,76.3,correo saliente,benigna,1,0
CX142,SEG_USUARIOS,SEG_DMZ,443,tcp,2.9,8.7,12.5,140.1,correo web,benigna,0,0
CX568,SEG_SERVIDORES,EXTERNO,53,udp,73.8,34.4,9.4,111.7,consulta de nombres,benigna,1,0
CX074,SEG_SERVIDORES,EXTERNO,25,tcp,87.6,77.5,7.8,65.5,correo saliente,benigna,1,0
CX307,SEG_USUARIOS,EXTERNO,443,tcp,77.4,102.0,13.1,101.8,navegación web,benigna,1,0
CX498,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,6.2,68.7,4.3,50.1,intranet,benigna,0,0
CX555,SEG_SERVIDORES,SEG_SERVIDORES,22,tcp,27.5,5.6,12.8,126.1,administración remota,benigna,0,0
CX565,SEG_SERVIDORES,SEG_SERVIDORES,22,tcp,40.9,77.1,12.6,150.5,administración remota,benigna,0,0
CX153,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,44.9,112.1,7.0,80.9,carpeta compartida,benigna,0,0
CX033,SEG_DMZ,EXTERNO,443,tcp,23.0,94.3,8.7,87.1,servicios publicados,benigna,1,0
CX016,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,37.0,64.7,10.6,202.4,carpeta compartida,benigna,0,0
CX482,SEG_PAGOS,SEG_SERVIDORES,443,tcp,56.6,58.3,10.5,9.6,conciliación de pagos,benigna,0,0
CX351,SEG_PAGOS,SEG_SERVIDORES,443,tcp,52.6,4.3,13.2,91.6,conciliación de pagos,benigna,0,0
CX108,SEG_PAGOS,SEG_SERVIDORES,443,tcp,17.3,54.8,14.2,113.7,conciliación de pagos,benigna,0,0
CX177,SEG_USUARIOS,SEG_SERVIDORES,443,tcp,61.8,98.8,6.1,144.2,portal interno,benigna,0,0
CX467,SEG_SERVIDORES,EXTERNO,25,tcp,68.1,50.9,17.9,18.0,correo saliente,benigna,1,0
CX404,SEG_DMZ,SEG_SERVIDORES,443,tcp,72.7,90.0,11.4,28.3,retorno de servicios,benigna,0,0
CX148,SEG_DMZ,SEG_SERVIDORES,443,tcp,1.3,11.9,9.9,100.2,retorno de servicios,benigna,0,0
CX451,SEG_USUARIOS,SEG_SERVIDORES,443,tcp,60.9,66.0,15.8,160.7,portal interno,benigna,0,0
CX255,SEG_SERVIDORES,SEG_SERVIDORES,22,tcp,64.1,38.5,13.3,157.3,administración remota,benigna,0,0
CX335,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,84.2,159.2,6.3,32.3,carpeta compartida,benigna,0,0
CX036,SEG_SERVIDORES,SEG_BASES,1433,tcp,62.6,105.2,16.2,209.8,consulta de base de datos,benigna,0,0
CX436,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,56.9,55.5,17.3,91.1,intranet,benigna,0,0
CX226,SEG_SERVIDORES,EXTERNO,53,udp,59.9,45.9,11.3,84.0,consulta de nombres,benigna,1,0
CX173,SEG_SERVIDORES,EXTERNO,25,tcp,44.1,44.9,13.9,109.2,correo saliente,benigna,1,0
CX583,SEG_PAGOS,EXTERNO,9443,tcp,0.4,470.0,13.0,6.0,"punto de venta, autorización de tarjetas",benigna,1,1
CX242,SEG_DMZ,EXTERNO,443,tcp,9.3,98.5,13.0,210.1,servicios publicados,benigna,1,0
CX018,SEG_DMZ,EXTERNO,443,tcp,26.4,83.0,17.1,44.6,servicios publicados,benigna,1,0
CX344,SEG_DMZ,SEG_SERVIDORES,443,tcp,79.7,56.7,12.1,134.5,retorno de servicios,benigna,0,0
CX157,SEG_SERVIDORES,EXTERNO,53,udp,22.9,73.7,10.7,80.2,consulta de nombres,benigna,1,0
CX536,SEG_SERVIDORES,SEG_DMZ,443,tcp,100.5,23.7,9.1,80.5,publicación de servicios,benigna,0,0
CX593,SEG_SERVIDORES,SEG_BASES,1521,tcp,3.6,13.5,9.0,76.2,"migración concluida, sin uso",benigna,0,1
CX526,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,71.1,122.0,11.3,240.7,carpeta compartida,benigna,0,0
CX035,SEG_ADMIN,SEG_BASES,22,tcp,93.5,78.8,12.2,152.4,mantenimiento de base de datos,benigna,0,0
CX375,SEG_BASES,SEG_SERVIDORES,1433,tcp,78.3,32.6,12.1,170.3,respuesta de base de datos,benigna,0,0
CX389,SEG_PAGOS,SEG_SERVIDORES,443,tcp,69.7,71.7,13.6,22.9,conciliación de pagos,benigna,0,0
CX591,SEG_SERVIDORES,SEG_BASES,5432,tcp,22.5,13.0,11.7,92.2,"migración concluida, sin uso",benigna,0,1
CX551,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,5.2,82.6,9.7,78.3,intranet,benigna,0,0
CX504,SEG_ADMIN,SEG_BASES,22,tcp,9.3,36.4,12.9,140.3,mantenimiento de base de datos,benigna,0,0
CX374,SEG_USUARIOS,EXTERNO,443,tcp,21.6,113.1,9.6,85.5,navegación web,benigna,1,0
CX209,SEG_USUARIOS,SEG_SERVIDORES,443,tcp,18.4,18.2,10.3,77.0,portal interno,benigna,0,0
CX434,SEG_DMZ,SEG_SERVIDORES,443,tcp,40.4,69.6,12.8,104.0,retorno de servicios,benigna,0,0
CX065,SEG_SERVIDORES,SEG_DMZ,443,tcp,50.8,80.7,12.0,80.9,publicación de servicios,benigna,0,0
CX011,SEG_SERVIDORES,SEG_DMZ,443,tcp,59.5,68.4,10.8,174.2,publicación de servicios,benigna,0,0
CX216,SEG_USUARIOS,EXTERNO,443,tcp,13.6,76.7,16.1,109.9,navegación web,benigna,1,0
CX470,SEG_SERVIDORES,EXTERNO,25,tcp,58.7,84.7,9.1,115.6,correo saliente,benigna,1,0
CX112,SEG_ADMIN,SEG_BASES,22,tcp,19.0,74.8,14.4,153.7,mantenimiento de base de datos,benigna,0,0
CX578,SEG_USUARIOS,EXTERNO,8443,tcp,32.2,99.0,10.6,208.6,herramienta de colaboración sin trámite,benigna,1,1
CX179,SEG_ADMIN,SEG_SERVIDORES,3389,tcp,51.4,16.8,8.7,147.5,escritorio remoto,benigna,0,0
CX253,SEG_SERVIDORES,EXTERNO,25,tcp,76.9,23.3,9.3,54.8,correo saliente,benigna,1,0
CX094,SEG_ADMIN,SEG_SERVIDORES,3389,tcp,67.1,33.4,12.6,127.0,escritorio remoto,benigna,0,0
CX585,SEG_USUARIOS,SEG_BASES,4899,tcp,2.0,380.0,1.8,4.0,sin servicio asociado,maliciosa,0,1
CX294,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,44.9,83.8,14.3,64.6,carpeta compartida,benigna,0,0
CX262,SEG_DMZ,SEG_SERVIDORES,443,tcp,63.8,125.7,10.1,135.2,retorno de servicios,benigna,0,0
CX101,SEG_SERVIDORES,EXTERNO,53,udp,49.9,74.9,7.9,48.0,consulta de nombres,benigna,1,0
CX168,SEG_SERVIDORES,SEG_BASES,1433,tcp,28.1,53.4,11.1,126.4,consulta de base de datos,benigna,0,0
CX315,SEG_SERVIDORES,EXTERNO,53,udp,20.2,31.7,11.5,102.2,consulta de nombres,benigna,1,0
CX519,SEG_BASES,SEG_SERVIDORES,1433,tcp,13.1,39.3,10.4,143.5,respuesta de base de datos,benigna,0,0
CX447,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,40.7,39.2,13.6,30.4,carpeta compartida,benigna,0,0
CX558,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,48.9,78.8,9.5,197.1,intranet,benigna,0,0
CX368,SEG_SERVIDORES,SEG_SERVIDORES,22,tcp,38.8,32.0,16.1,101.7,administración remota,benigna,0,0
CX146,SEG_PAGOS,SEG_SERVIDORES,443,tcp,38.3,44.3,8.7,68.0,conciliación de pagos,benigna,0,0
CX363,SEG_PAGOS,SEG_SERVIDORES,443,tcp,48.7,69.5,14.8,115.1,conciliación de pagos,benigna,0,0
CX554,SEG_BASES,SEG_SERVIDORES,1433,tcp,26.9,113.6,18.1,73.4,respuesta de base de datos,benigna,0,0
CX322,SEG_ADMIN,SEG_BASES,22,tcp,72.3,53.8,10.8,140.9,mantenimiento de base de datos,benigna,0,0
CX186,SEG_DMZ,SEG_SERVIDORES,443,tcp,81.0,73.6,7.9,101.4,retorno de servicios,benigna,0,0
CX133,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,2.9,142.1,11.8,190.9,intranet,benigna,0,0
CX120,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,48.4,89.9,12.2,113.2,intranet,benigna,0,0
CX039,SEG_DMZ,SEG_SERVIDORES,443,tcp,100.3,77.7,12.2,145.4,retorno de servicios,benigna,0,0
CX494,SEG_SERVIDORES,EXTERNO,53,udp,75.0,45.8,11.7,190.9,consulta de nombres,benigna,1,0
CX553,SEG_DMZ,EXTERNO,443,tcp,54.6,140.0,13.6,156.6,servicios publicados,benigna,1,0
CX339,SEG_SERVIDORES,SEG_DMZ,443,tcp,64.4,53.7,11.9,120.7,publicación de servicios,benigna,0,0
CX085,SEG_BASES,SEG_SERVIDORES,1433,tcp,82.0,103.5,10.5,129.1,respuesta de base de datos,benigna,0,0
CX225,SEG_USUARIOS,SEG_SERVIDORES,443,tcp,45.9,57.7,10.7,139.6,portal interno,benigna,0,0
CX020,SEG_SERVIDORES,SEG_SERVIDORES,22,tcp,84.9,29.1,12.7,118.5,administración remota,benigna,0,0
CX073,SEG_SERVIDORES,SEG_SERVIDORES,22,tcp,21.5,88.8,10.8,50.2,administración remota,benigna,0,0
CX419,SEG_DMZ,EXTERNO,443,tcp,58.4,62.9,12.7,143.6,servicios publicados,benigna,1,0
CX076,SEG_DMZ,EXTERNO,443,tcp,63.4,44.3,12.3,132.0,servicios publicados,benigna,1,0
CX381,SEG_DMZ,EXTERNO,443,tcp,7.3,83.7,11.9,165.5,servicios publicados,benigna,1,0
CX386,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,48.4,78.0,10.5,51.5,intranet,benigna,0,0
CX453,SEG_SERVIDORES,SEG_SERVIDORES,22,tcp,42.9,49.4,12.3,40.4,administración remota,benigna,0,0
CX265,SEG_SERVIDORES,SEG_SERVIDORES,22,tcp,94.9,97.2,4.8,92.8,administración remota,benigna,0,0
CX041,SEG_SERVIDORES,EXTERNO,25,tcp,88.7,109.7,16.3,112.7,correo saliente,benigna,1,0
CX429,SEG_USUARIOS,SEG_SERVIDORES,443,tcp,13.1,38.0,17.6,98.2,portal interno,benigna,0,0
CX161,SEG_ADMIN,SEG_BASES,22,tcp,105.7,30.0,10.6,35.6,mantenimiento de base de datos,benigna,0,0
CX111,SEG_ADMIN,SEG_SERVIDORES,3389,tcp,68.3,52.1,10.1,62.3,escritorio remoto,benigna,0,0
CX304,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,35.9,85.5,13.8,133.9,carpeta compartida,benigna,0,0
CX573,SEG_PAGOS,SEG_SERVIDORES,443,tcp,19.5,75.9,13.1,27.9,conciliación de pagos,benigna,0,0
CX049,SEG_BASES,SEG_SERVIDORES,1433,tcp,47.1,29.8,9.2,139.8,respuesta de base de datos,benigna,0,0
CX510,SEG_SERVIDORES,SEG_SERVIDORES,22,tcp,35.2,52.0,13.1,62.4,administración remota,benigna,0,0
CX019,SEG_ADMIN,SEG_SERVIDORES,3389,tcp,28.5,60.2,11.3,217.7,escritorio remoto,benigna,0,0
CX044,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,68.3,9.5,13.9,104.2,carpeta compartida,benigna,0,0
CX274,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,35.6,36.6,9.1,54.3,carpeta compartida,benigna,0,0
CX444,SEG_PAGOS,SEG_SERVIDORES,443,tcp,40.0,16.4,7.5,49.3,conciliación de pagos,benigna,0,0
CX091,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,42.0,70.7,9.0,98.9,intranet,benigna,0,0
CX276,SEG_SERVIDORES,EXTERNO,25,tcp,32.1,36.6,12.6,45.5,correo saliente,benigna,1,0
CX115,SEG_BASES,SEG_SERVIDORES,1433,tcp,19.3,35.3,12.3,38.6,respuesta de base de datos,benigna,0,0
CX329,SEG_ADMIN,SEG_SERVIDORES,3389,tcp,67.6,70.9,10.4,54.0,escritorio remoto,benigna,0,0
CX466,SEG_USUARIOS,EXTERNO,443,tcp,66.9,47.0,13.4,10.9,navegación web,benigna,1,0
CX132,SEG_ADMIN,SEG_BASES,22,tcp,20.6,44.8,12.7,42.1,mantenimiento de base de datos,benigna,0,0
CX002,SEG_DMZ,SEG_SERVIDORES,443,tcp,6.8,44.8,9.6,82.9,retorno de servicios,benigna,0,0
CX228,SEG_BASES,SEG_SERVIDORES,1433,tcp,5.5,8.0,13.6,128.6,respuesta de base de datos,benigna,0,0
CX134,SEG_DMZ,EXTERNO,443,tcp,36.1,87.4,8.3,127.7,servicios publicados,benigna,1,0
CX249,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,44.3,28.7,14.8,84.5,intranet,benigna,0,0
CX284,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,47.3,96.1,13.5,72.4,intranet,benigna,0,0
CX497,SEG_SERVIDORES,EXTERNO,53,udp,42.8,56.9,8.7,128.8,consulta de nombres,benigna,1,0
CX336,SEG_SERVIDORES,EXTERNO,53,udp,45.0,56.8,4.9,84.7,consulta de nombres,benigna,1,0
CX440,SEG_DMZ,EXTERNO,443,tcp,97.2,14.1,8.1,99.1,servicios publicados,benigna,1,0
CX264,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,46.2,59.6,12.1,101.1,carpeta compartida,benigna,0,0
CX143,SEG_DMZ,EXTERNO,443,tcp,72.5,75.3,14.0,27.5,servicios publicados,benigna,1,0
CX246,SEG_SERVIDORES,EXTERNO,25,tcp,32.6,71.8,16.4,88.7,correo saliente,benigna,1,0
CX028,SEG_SERVIDORES,EXTERNO,25,tcp,35.4,88.1,14.8,78.1,correo saliente,benigna,1,0
CX442,SEG_ADMIN,SEG_SERVIDORES,3389,tcp,62.7,5.0,9.0,169.0,escritorio remoto,benigna,0,0
CX139,SEG_SERVIDORES,EXTERNO,25,tcp,51.7,92.8,10.0,116.9,correo saliente,benigna,1,0
CX364,SEG_ADMIN,SEG_BASES,22,tcp,56.3,82.6,12.9,165.9,mantenimiento de base de datos,benigna,0,0
CX090,SEG_DMZ,EXTERNO,443,tcp,50.1,46.7,12.5,123.9,servicios publicados,benigna,1,0
CX024,SEG_SERVIDORES,SEG_BASES,1433,tcp,78.6,84.1,13.9,124.0,consulta de base de datos,benigna,0,0
CX080,SEG_BASES,SEG_SERVIDORES,1433,tcp,30.9,9.5,10.2,47.6,respuesta de base de datos,benigna,0,0
CX126,SEG_SERVIDORES,SEG_DMZ,443,tcp,49.5,71.6,14.3,140.8,publicación de servicios,benigna,0,0
CX243,SEG_SERVIDORES,EXTERNO,25,tcp,86.6,68.1,14.4,86.4,correo saliente,benigna,1,0
CX371,SEG_USUARIOS,SEG_SERVIDORES,443,tcp,24.9,92.9,11.2,129.7,portal interno,benigna,0,0
CX327,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,42.0,25.9,10.0,68.9,intranet,benigna,0,0
CX580,SEG_USUARIOS,EXTERNO,8443,tcp,41.2,77.2,11.8,218.6,herramienta de colaboración sin trámite,benigna,1,1
CX505,SEG_ADMIN,SEG_BASES,22,tcp,3.7,105.2,10.5,59.3,mantenimiento de base de datos,benigna,0,0
CX409,SEG_DMZ,SEG_SERVIDORES,443,tcp,33.4,50.5,13.3,86.3,retorno de servicios,benigna,0,0
CX599,SEG_SERVIDORES,SEG_BASES,5432,tcp,8.1,9.3,8.3,81.3,"migración concluida, sin uso",benigna,0,1
CX082,SEG_USUARIOS,SEG_DMZ,443,tcp,52.5,42.5,12.7,91.3,correo web,benigna,0,0
CX469,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,92.1,73.8,16.8,143.5,carpeta compartida,benigna,0,0
CX232,SEG_SERVIDORES,SEG_BASES,1433,tcp,49.0,150.3,11.7,166.7,consulta de base de datos,benigna,0,0
CX502,SEG_SERVIDORES,EXTERNO,53,udp,80.0,41.7,11.0,56.5,consulta de nombres,benigna,1,0
CX038,SEG_PAGOS,SEG_SERVIDORES,443,tcp,24.0,50.9,11.0,113.5,conciliación de pagos,benigna,0,0
CX141,SEG_ADMIN,SEG_SERVIDORES,3389,tcp,21.1,39.8,12.5,148.4,escritorio remoto,benigna,0,0
CX547,SEG_USUARIOS,EXTERNO,443,tcp,6.0,110.3,10.0,99.3,navegación web,benigna,1,0
CX237,SEG_SERVIDORES,SEG_DMZ,443,tcp,38.4,85.5,10.7,197.0,publicación de servicios,benigna,0,0
CX417,SEG_PAGOS,SEG_SERVIDORES,443,tcp,43.7,96.7,8.4,179.1,conciliación de pagos,benigna,0,0
CX584,SEG_BASES,EXTERNO,443,tcp,40.0,140.0,3.2,22.0,sin servicio asociado,maliciosa,1,0
CX333,SEG_SERVIDORES,SEG_SERVIDORES,22,tcp,100.3,17.5,12.6,91.1,administración remota,benigna,0,0
CX270,SEG_USUARIOS,SEG_DMZ,443,tcp,85.6,62.1,11.4,62.0,correo web,benigna,0,0
CX338,SEG_DMZ,EXTERNO,443,tcp,27.0,45.2,16.3,129.0,servicios publicados,benigna,1,0
CX092,SEG_BASES,SEG_SERVIDORES,1433,tcp,85.1,38.4,9.5,61.9,respuesta de base de datos,benigna,0,0
CX081,SEG_DMZ,EXTERNO,443,tcp,94.0,73.7,15.6,30.1,servicios publicados,benigna,1,0
